source	hidden_k	surface_k	comparison	hidden_rule	surface_family	hidden_test_auroc	surface_test_auroc	delta_auroc_hidden_minus_surface	delta_auroc_ci_low	delta_auroc_ci_high	delta_auroc_p_two_sided_zero	delta_auroc_holm_p	hidden_pair_rank_accuracy	surface_pair_rank_accuracy	delta_pair_rank_accuracy_hidden_minus_surface	delta_pair_rank_accuracy_ci_low	delta_pair_rank_accuracy_ci_high	delta_pair_rank_accuracy_p_two_sided_zero	delta_pair_rank_accuracy_holm_p	n_pairs	n_rows	n_rank_pairs	pool_ks	pool_positions	layer	left_dropped	left_dropped_initial	pairs_dropped_pair_complete	pairs_dropped_pair_complete_initial	right_dropped	right_dropped_initial
wildjailbreak_vanilla_harmful	16	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7596000452364253	0.8002706335380994	-0.04067058830167403	-0.05340794767686176	-0.02895430201103389	0.0		0.7734026745913819	0.8197127290737989	-0.046310054482416985	-0.06013148967385447	-0.03257782440198454	0.0		2019	4038	2019	4,8,16	cot_4,cot_8,cot_16	28	0	0	0	0	0	0
pooled	16	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7589336085296721	0.801760402237017	-0.04282679370734488	-0.054072009578971285	-0.03154387288916484	0.0	0.0	0.7708429295255642	0.8194380469829572	-0.04859511745739298	-0.06243717311839513	-0.03497915298647817	0.0	0.0	2171	4342	2171	4,8,16	cot_4,cot_8,cot_16	28	0		0		0	
harmbench_standard	16	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7468403739612188	0.7994286703601108	-0.052588296398891954	-0.08686753376038785	-0.016807695637119147	0.008		0.7368421052631579	0.8223684210526315	-0.08552631578947367	-0.13566012375735445	-0.03844504830917872	0.0		152	304	152	4,8,16	cot_4,cot_8,cot_16	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	16	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7596000452364253	0.8084607815647339	-0.04886073632830856	-0.06064909670659689	-0.037108311800647734	0.0		0.7734026745913819	0.8345715700842001	-0.06116889549281823	-0.07408924134743163	-0.044529597205210984	0.0		2019	4038	2019	4,8,16	cot_4,cot_8,cot_16	28	0	0	0	0	0	0
pooled	16	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7589336085296721	0.8076576181867212	-0.04872400965704915	-0.06049371865347012	-0.036766606036058885	0.0		0.7708429295255642	0.8337171810225702	-0.06287425149700598	-0.07733125072833792	-0.049244542792493	0.0		2171	4342	2171	4,8,16	cot_4,cot_8,cot_16	28	0		0		0	
harmbench_standard	16	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7468403739612188	0.8336651662049861	-0.08682479224376727	-0.1251725891620498	-0.05006654691828252	0.0		0.7368421052631579	0.8223684210526315	-0.08552631578947367	-0.13145268474215838	-0.040791666666666705	0.0		152	304	152	4,8,16	cot_4,cot_8,cot_16	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	16	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7596000452364253	0.8507049547378164	-0.09110490950139105	-0.10341415725937914	-0.0795922515204124	0.0		0.7734026745913819	0.8749380881624567	-0.10153541357107476	-0.11566337558695229	-0.08663986767408773	0.0		2019	4038	2019	4,8,16	cot_4,cot_8,cot_16	28	0	0	0	0	0	0
pooled	16	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7589336085296721	0.8495431275421732	-0.09060951901250114	-0.10209775502674273	-0.07901576378122825	0.0		0.7708429295255642	0.8712574850299402	-0.10041455550437595	-0.11325373453249657	-0.08697657433384008	0.0		2171	4342	2171	4,8,16	cot_4,cot_8,cot_16	28	0		0		0	
harmbench_standard	32	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7757314750692521	0.7614915166204986	0.014239958448753476	-0.03687023891966763	0.06733844788781161	0.62		0.7467105263157895	0.7269736842105263	0.019736842105263164	-0.03382538274831963	0.0789473684210526	0.58		152	304	152	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	32	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7662120700301077	0.730405010743651	0.035807059286456666	0.022962186739594468	0.04929244797013806	0.0		0.778355621594849	0.715948489351164	0.06240713224368499	0.048962851475708974	0.07721349290116095	0.0		2019	4038	2019	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7646497388951679	0.7323279246700943	0.03232181422507352	0.01892189472170001	0.045449492716370776	0.0		0.7761400276370336	0.7167204053431598	0.059419622293873764	0.046197360192769876	0.07270322023057528	0.0		2171	4342	2171	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
harmbench_standard	32	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7757314750692521	0.7996234418282548	-0.023891966759002736	-0.06682987794321331	0.021906379847645485	0.3		0.7467105263157895	0.7598684210526315	-0.013157894736842035	-0.0588409402882635	0.03608247422680411	0.7		152	304	152	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	32	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7662120700301077	0.7540763686042526	0.012135701425855072	-0.000529838377906221	0.024001229282686165	0.056		0.778355621594849	0.754581475978207	0.02377414561664193	0.009753279979247798	0.03762414320170869	0.0		2019	4038	2019	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7646497388951679	0.7570153955632652	0.007634343331902604	-0.005952674072893765	0.020381251457330524	0.256		0.7761400276370336	0.7549516351911562	0.021188392445877446	0.007881118832178421	0.034465309071316584	0.004		2171	4342	2171	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
harmbench_standard	32	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7757314750692521	0.8293369113573407	-0.05360543628808856	-0.09370238919667588	-0.017247013504155136	0.012		0.7467105263157895	0.8157894736842105	-0.06907894736842102	-0.12113117465059205	-0.012976929902395849	0.016		152	304	152	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	32	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7662120700301077	0.8002706335380994	-0.034058563507991635	-0.04657557316439833	-0.022086387221347693	0.0		0.778355621594849	0.8197127290737989	-0.04135710747894994	-0.056266575679095446	-0.027906710476038335	0.0		2019	4038	2019	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7646497388951679	0.801760402237017	-0.03711066334184909	-0.04818844930696314	-0.024946827989487448	0.0		0.7761400276370336	0.8194380469829572	-0.04329801934592359	-0.05723168995226155	-0.028781793787341987	0.0		2171	4342	2171	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
harmbench_standard	32	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7757314750692521	0.7994286703601108	-0.023697195290858675	-0.06615250605955679	0.013635625865650952	0.22		0.7467105263157895	0.8223684210526315	-0.07565789473684204	-0.129626404494382	-0.02072057560137461	0.008		152	304	152	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	32	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7662120700301077	0.8084607815647339	-0.04224871153462617	-0.0539927155617473	-0.030655939206561886	0.0		0.778355621594849	0.8345715700842001	-0.056215948489351186	-0.07125988389504052	-0.04246910510166233	0.0		2019	4038	2019	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7646497388951679	0.8076576181867212	-0.043007879291553364	-0.05320275103691916	-0.03195169735644751	0.0	0.0	0.7761400276370336	0.8337171810225702	-0.057577153385536595	-0.07156711868164357	-0.04363444314471777	0.0	0.0	2171	4342	2171	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
harmbench_standard	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7757314750692521	0.8336651662049861	-0.05793369113573399	-0.10045013850415509	-0.019457128635734094	0.0		0.7467105263157895	0.8223684210526315	-0.07565789473684204	-0.13638014874141877	-0.01069263326469913	0.024		152	304	152	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7662120700301077	0.8507049547378164	-0.08449288470770866	-0.09636647122274006	-0.07176331414219687	0.0		0.778355621594849	0.8749380881624567	-0.09658246656760772	-0.11137976757962806	-0.08160295751306663	0.0		2019	4038	2019	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0	0	0	0	0	0
pooled	32	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7646497388951679	0.8495431275421732	-0.08489338864700535	-0.09711116246760991	-0.0734129922488581	0.0		0.7761400276370336	0.8712574850299402	-0.09511745739290656	-0.10888565185724691	-0.08064396614869467	0.0		2171	4342	2171	4,8,16,32	cot_4,cot_8,cot_16,cot_32	28	0		0		0	
harmbench_standard	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.7614915166204986	0.029475415512465353	-0.025360868247922386	0.08000075744459836	0.28		0.7763157894736842	0.7269736842105263	0.049342105263157854	-0.0056218434343434515	0.10101524140752857	0.1		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.730405010743651	0.06566457190616826	0.05230574524680226	0.07850509927849864	0.0		0.8070827142149579	0.715948489351164	0.09113422486379397	0.07735558356160381	0.1047936425409683	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	4	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.7323279246700943	0.0608573803037018	0.048774253745989225	0.07530289666919222	0.0		0.804928604329802	0.7167204053431598	0.08820819898664212	0.07387738171697712	0.10167960394001885	0.0		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.7996234418282548	-0.00865650969529086	-0.05156791031855958	0.03409853272160665	0.72		0.7763157894736842	0.7598684210526315	0.016447368421052655	-0.03296703296703296	0.07220982142857137	0.552		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.7540763686042526	0.04199321404556666	0.028766625428905828	0.05457065750555461	0.0		0.8070827142149579	0.754581475978207	0.0525012382367509	0.038767183460993254	0.06769906067136015	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	8	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.7570153955632652	0.03616990941053089	0.024901580462361284	0.04926678903115711	0.0		0.804928604329802	0.7549516351911562	0.0499769691386458	0.036874103586719505	0.06424612722772172	0.0		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.8293369113573407	-0.03836997922437668	-0.07827270169667593	-0.00118269563711914	0.048		0.7763157894736842	0.8157894736842105	-0.03947368421052633	-0.0848419540229885	0.010315688775510186	0.144		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8002706335380994	-0.004201050888280045	-0.015544112138252714	0.008344820294375301	0.476		0.8070827142149579	0.8197127290737989	-0.012630014858840966	-0.027297267861588242	0.001956181533646295	0.108		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	16	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.801760402237017	-0.00857509726322081	-0.02008117132139013	0.002361856735100154	0.124		0.804928604329802	0.8194380469829572	-0.014509442653155236	-0.027503258240942595	0.0	0.06		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.7994286703601108	-0.008461738227146798	-0.04963804968836569	0.03135225502077563	0.696		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.10695224719101118	0.005322580645161299	0.116		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8084607815647339	-0.01239119891491458	-0.02351547740742294	-0.0010517407560321854	0.032		0.8070827142149579	0.8345715700842001	-0.027488855869242212	-0.042715489575239775	-0.01426998162075113	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	32	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.8076576181867212	-0.014472313212925081	-0.025498255871066158	-0.0046648208737893855	0.004		0.804928604329802	0.8337171810225702	-0.028788576692768242	-0.043206639939386705	-0.0156120261375862	0.0		2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
harmbench_standard	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.790966932132964	0.8336651662049861	-0.04269823407202211	-0.08304189750692523	-0.00043120238919665873	0.052		0.7763157894736842	0.8223684210526315	-0.046052631578947345	-0.09426809210526313	0.009854882547078224	0.128		152	304	152	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
wildjailbreak_vanilla_harmful	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7960695826498193	0.8507049547378164	-0.05463537208799707	-0.06563686643552918	-0.044517042896838645	0.0		0.8070827142149579	0.8749380881624567	-0.06785537394749874	-0.0814833296448878	-0.05467980135463656	0.0		2019	4038	2019	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0	0	0	0	0	0
pooled	64	64	feature_pooled_hidden_minus_surface	feature_cumulative_mean_layer28	char_tfidf	0.7931853049737961	0.8495431275421732	-0.05635782256837707	-0.0673426655882862	-0.04537694179016099	0.0	0.0	0.804928604329802	0.8712574850299402	-0.0663288807001382	-0.07890501339340072	-0.05407407407407411	0.0	0.0	2171	4342	2171	4,8,16,32,64	cot_4,cot_8,cot_16,cot_32,cot_64	28	0		0		0	
